"Grant_Application_ID"	"RFCD_Code"	"RFCD_Percentage"	"SEO_Code"	"SEO_Percentage"	"Person_ID"	"Role"	"Year_of_Birth"	"Country_of_Birth"	"Home_Language"	"Dept_No"	"Faculty_No"	"With_PHD"	"No_of_Years_in_Uni_at_Time_of_Grant"	"Number_of_Successful_Grant"	"Number_of_Unsuccessful_Grant"	"A2"	"A"	"B"	"C"	"Grant_Status"	"Sponsor_Code"	"Contract_Value_Band"	"Grant_Category_Code"
815	"RFCD321006"	50	"SEO730113"	90	20007	"PRINCIPAL_SUPERVISOR"	"1955"	"Australia"	""	"Dept2713"	"Faculty25"	""	"DurationGT15"	0	0	2	3	3	0	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat20C"
816	"RFCD291799"	20	"SEO671499"	20	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandG"	"GrantCat10A"
816	"RFCD280204"	40	"SEO610104"	60	39562	"CHIEF_INVESTIGATOR"	"1945"	"GreatBritain"	""	"Dept2153"	"Faculty19"	"Yes"	"Duration0to5"	1	0	3	3	2	0	1	"Sponsor2B"	"ContractValueBandG"	"GrantCat10A"
816	"RFCD280506"	40	"SEO671304"	20	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandG"	"GrantCat10A"
817	"RFCD321206"	50	"SEO730116"	80	10592	"PRINCIPAL_SUPERVISOR"	"1960"	"Australia"	"English"	"Dept2893"	"Faculty25"	"Yes"	"Duration5to10"	2	2	3	8	2	0	1	"Sponsor55C"	"ContractValueBandA"	"GrantCat30B"
817	""	""	""	""	68377	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept2893"	"Faculty25"	"Yes"	"DurationGT15"	0	0	7	8	2	4	1	"Sponsor55C"	"ContractValueBandA"	"GrantCat30B"
817	"RFCD321014"	50	"SEO730204"	20	708537	"CHIEF_INVESTIGATOR"	"1965"	""	""	""	""	""	"DurationUnk"	0	0	0	0	0	0	1	"Sponsor55C"	"ContractValueBandA"	"GrantCat30B"
818	"RFCD270603"	50	"SEO730106"	100	1797	"CHIEF_INVESTIGATOR"	"1960"	"NorthAmerica"	""	"Dept2678"	"Faculty25"	"Yes"	"Duration5to10"	2	7	0	8	4	0	0	"Sponsor4D"	"ContractValueBandA"	"GrantCat20C"
818	"RFCD321004"	50	""	""	""	"STUD_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandA"	"GrantCat20C"
819	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor21A"	"ContractValueBandUnk"	"GrantCat50A"
819	"RFCD380103"	100	"SEO730104"	100	493302	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2558"	"Faculty25"	"Yes"	"DurationLT0"	1	0	3	5	1	0	1	"Sponsor21A"	"ContractValueBandUnk"	"GrantCat50A"
820	"RFCD321004"	100	"SEO730105"	50	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
821	"RFCD321015"	75	"SEO730108"	100	26367	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2893"	"Faculty25"	""	"DurationLT0"	0	2	0	0	1	0	0	"Sponsor65A"	"ContractValueBandUnk"	"GrantCat10A"
822	"RFCD280211"	40	"SEO770902"	60	81117	"CHIEF_INVESTIGATOR"	"1950"	"GreatBritain"	"English"	"Dept2253"	"Faculty19"	""	"DurationLT0"	0	2	6	9	10	3	0	"Sponsor21A"	"ContractValueBandUnk"	"GrantCat50A"
822	"RFCD280213"	30	"SEO760299"	40	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor21A"	"ContractValueBandUnk"	"GrantCat50A"
823	"RFCD300203"	40	"SEO620108"	60	6012	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	"English"	"Dept1038"	"Faculty1"	"Yes"	"Duration5to10"	0	0	0	21	1	22	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
823	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
823	"RFCD270201"	30	""	""	6377	"CHIEF_INVESTIGATOR"	"1965"	"GreatBritain"	""	"Dept1038"	"Faculty1"	"Yes"	"Duration5to10"	0	1	0	15	1	12	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
823	"RFCD270402"	30	"SEO620501"	40	82487	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	"OtherLang"	"Dept1038"	"Faculty1"	"Yes"	"DurationGT15"	0	0	0	0	0	0	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
824	"RFCD250199"	50	"SEO780103"	100	89472	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept3048"	"Faculty31"	"Yes"	"Duration0to5"	1	1	15	1	3	0	0	"Sponsor113A"	"ContractValueBandUnk"	"GrantCat10B"
824	"RFCD250103"	30	""	""	492057	"CHIEF_INVESTIGATOR"	"1965"	"AsiaPacific"	"OtherLang"	"Dept3048"	"Faculty31"	"Yes"	"Duration0to5"	1	2	0	0	0	0	0	"Sponsor113A"	"ContractValueBandUnk"	"GrantCat10B"
825	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
825	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
825	"RFCD291103"	50	"SEO779902"	60	917	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept3123"	"Faculty31"	""	"DurationLT0"	1	1	1	1	1	0	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
825	"RFCD290805"	20	"SEO780104"	20	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
825	"RFCD260501"	30	"SEO760199"	20	75457	"CHIEF_INVESTIGATOR"	"1945"	"Australia"	""	"Dept2103"	"Faculty19"	""	"DurationLT0"	0	0	0	0	0	0	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
826	"RFCD270603"	50	"SEO730106"	100	1797	"CHIEF_INVESTIGATOR"	"1960"	"NorthAmerica"	""	"Dept2678"	"Faculty25"	"Yes"	"Duration5to10"	2	7	0	8	4	0	0	"Sponsor40D"	"ContractValueBandUnk"	"GrantCat30B"
826	"RFCD321004"	50	""	""	""	"STUD_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor40D"	"ContractValueBandUnk"	"GrantCat30B"
827	""	""	""	""	734322	"CHIEF_INVESTIGATOR"	"1965"	""	""	"Dept2603"	"Faculty25"	""	"DurationLT0"	0	5	0	0	0	0	0	"SponsorUnk"	"ContractValueBandE"	"GrantCatUnk"
828	"RFCD300205"	100	"SEO620105"	100	12917	"PRINCIPAL_SUPERVISOR"	"1955"	"Australia"	""	"Dept1038"	"Faculty1"	""	"DurationLT0"	0	1	0	4	0	0	1	"Sponsor36D"	"ContractValueBandUnk"	"GrantCat10A"
828	""	""	""	""	""	"STUD_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor36D"	"ContractValueBandUnk"	"GrantCat10A"
829	""	""	""	""	41657	"CHIEF_INVESTIGATOR"	"1965"	"AsiaPacific"	""	""	"Faculty19"	""	"DurationLT0"	0	0	0	2	1	1	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
829	"RFCD280506"	20	""	""	27707	"CHIEF_INVESTIGATOR"	"1970"	"AsiaPacific"	""	"Dept2153"	"Faculty19"	"Yes"	"Duration0to5"	1	0	5	1	0	1	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
829	"RFCD291799"	50	"SEO700302"	100	1937	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2153"	"Faculty19"	"Yes"	"Duration0to5"	0	1	2	7	0	0	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
829	"RFCD280204"	30	""	""	6232	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2153"	"Faculty19"	"Yes"	"Duration5to10"	0	0	0	0	0	0	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
829	""	""	""	""	43002	"CHIEF_INVESTIGATOR"	"1975"	"NorthAmerica"	""	"Dept2153"	"Faculty19"	"Yes"	"Duration0to5"	0	0	1	0	0	1	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
830	"RFCD249901"	40	"SEO780102"	70	64807	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept3198"	"Faculty31"	"Yes"	"DurationGT15"	2	0	13	5	13	4	1	"Sponsor2B"	"ContractValueBandH"	"GrantCat10A"
831	"RFCD321015"	100	"SEO730108"	100	36527	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration0to5"	1	4	0	0	0	0	0	"SponsorUnk"	"ContractValueBandUnk"	"GrantCatUnk"
832	"RFCD270603"	50	"SEO730106"	100	1797	"CHIEF_INVESTIGATOR"	"1960"	"NorthAmerica"	""	"Dept2678"	"Faculty25"	"Yes"	"Duration5to10"	2	7	0	8	4	0	1	"Sponsor40D"	"ContractValueBandA"	"GrantCat30B"
832	"RFCD321004"	50	""	""	""	"STUD_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor40D"	"ContractValueBandA"	"GrantCat30B"
833	"RFCD321026"	100	"SEO730116"	100	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor4D"	"ContractValueBandF"	"GrantCat10A"
834	"RFCD270706"	33	""	""	""	"STUD_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor34B"	"ContractValueBandUnk"	"GrantCat30C"
834	"RFCD270599"	33	"SEO780105"	100	71727	"CHIEF_INVESTIGATOR"	"1955"	"GreatBritain"	"English"	"Dept3268"	"Faculty31"	"Yes"	"Duration10to15"	0	0	6	14	17	0	1	"Sponsor34B"	"ContractValueBandUnk"	"GrantCat30C"
835	"RFCD270202"	50	"SEO779903"	80	64867	"PRINCIPAL_SUPERVISOR"	"1945"	"Australia"	""	"Dept3268"	"Faculty31"	"Yes"	"Duration10to15"	1	0	4	19	6	5	1	"Sponsor2B"	"ContractValueBandD"	"GrantCat10A"
835	"RFCD280102"	20	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandD"	"GrantCat10A"
835	"RFCD270201"	30	"SEO730116"	20	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandD"	"GrantCat10A"
836	""	""	""	""	9067	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2538"	"Faculty25"	"Yes"	"DurationGT15"	3	3	6	12	2	2	0	"Sponsor100D"	"ContractValueBandUnk"	"GrantCat10B"
837	""	""	""	""	36252	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2973"	"Faculty25"	"Yes"	"Duration0to5"	0	4	2	13	5	16	0	"Sponsor24D"	"ContractValueBandUnk"	"GrantCat30B"
838	"RFCD270402"	40	"SEO770603"	40	108162	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	"English"	"Dept1098"	"Faculty1"	""	"DurationLT0"	1	1	1	4	0	1	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
839	"RFCD339999"	100	"SEO740101"	100	82072	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2298"	"Faculty46"	""	"DurationLT0"	1	1	0	6	6	1	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
839	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
840	"RFCD320202"	40	"SEO730101"	100	7452	"CHIEF_INVESTIGATOR"	"1960"	"NorthAmerica"	""	"Dept2628"	"Faculty25"	""	"Duration0to5"	0	2	4	4	3	3	0	"SponsorUnk"	"ContractValueBandC"	"GrantCatUnk"
841	"RFCD321013"	100	"SEO730107"	100	67647	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2678"	"Faculty25"	"Yes"	"Duration5to10"	1	6	9	8	8	4	0	"SponsorUnk"	"ContractValueBandUnk"	"GrantCatUnk"
842	"RFCD321204"	60	"SEO730211"	70	35672	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2923"	"Faculty25"	""	"Duration0to5"	0	1	0	0	0	0	0	"Sponsor69A"	"ContractValueBandUnk"	"GrantCat30B"
843	""	""	""	""	2712	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2563"	"Faculty25"	"Yes"	"Duration5to10"	1	3	12	24	21	12	0	"Sponsor89A"	"ContractValueBandA"	"GrantCat30B"
843	""	""	""	""	12177	"CHIEF_INVESTIGATOR"	"1960"	""	""	"Dept2563"	"Faculty25"	""	"Duration0to5"	0	0	0	0	0	0	0	"Sponsor89A"	"ContractValueBandA"	"GrantCat30B"
843	""	""	""	""	29562	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	"English"	"Dept2563"	"Faculty25"	"Yes"	"Duration0to5"	0	0	2	4	2	1	0	"Sponsor89A"	"ContractValueBandA"	"GrantCat30B"
843	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor89A"	"ContractValueBandA"	"GrantCat30B"
844	"RFCD440104"	40	"SEO750404"	40	14417	"CHIEF_INVESTIGATOR"	"1960"	"MiddleEastandAfrica"	""	"Dept2523"	"Faculty25"	"Yes"	"Duration5to10"	1	0	0	1	0	1	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
844	"RFCD379999"	60	"SEO750403"	60	15532	"CHIEF_INVESTIGATOR"	"1960"	""	""	""	""	""	"DurationUnk"	0	0	0	4	4	0	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
844	""	""	""	""	63562	"CHIEF_INVESTIGATOR"	"1940"	"Australia"	""	"Dept2523"	"Faculty25"	""	"DurationLT0"	1	1	0	2	5	2	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
845	"RFCD270705"	100	"SEO750900"	100	74877	"CHIEF_INVESTIGATOR"	"1950"	"GreatBritain"	""	"Dept1033"	"Faculty1"	"Yes"	"Duration10to15"	1	0	0	2	3	0	1	"Sponsor47C"	"ContractValueBandA"	"GrantCat10B"
846	""	""	""	""	17907	"PRINCIPAL_SUPERVISOR"	"1955"	"Australia"	""	"Dept3028"	"Faculty31"	""	"Duration5to10"	0	1	0	0	0	2	0	"Sponsor166B"	"ContractValueBandUnk"	"GrantCat10A"
847	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandE"	"GrantCat10A"
847	"RFCD290304"	30	""	""	28362	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2153"	"Faculty19"	"Yes"	"Duration0to5"	1	0	0	0	0	0	1	"Sponsor2B"	"ContractValueBandE"	"GrantCat10A"
847	"RFCD230119"	70	"SEO780101"	100	103677	"CHIEF_INVESTIGATOR"	"1970"	"AsiaPacific"	"OtherLang"	"Dept2153"	"Faculty19"	""	"DurationLT0"	1	0	5	1	0	0	1	"Sponsor2B"	"ContractValueBandE"	"GrantCat10A"
848	"RFCD270803"	50	"SEO730101"	100	665642	"CHIEF_INVESTIGATOR"	"1960"	"WesternEurope"	""	"Dept1258"	"Faculty34"	"Yes"	"Duration0to5"	0	1	1	3	4	0	0	"Sponsor24D"	"ContractValueBandUnk"	"GrantCat30B"
849	""	""	"SEO730211"	30	""	"STUDRES"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
849	"RFCD270104"	50	"SEO730104"	40	69142	"CHIEF_INVESTIGATOR"	"1950"	"WesternEurope"	"OtherLang"	"Dept2653"	"Faculty25"	"Yes"	"Duration5to10"	1	0	5	5	7	1	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
849	"RFCD270108"	50	"SEO730203"	30	74492	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2653"	"Faculty25"	"Yes"	"Duration10to15"	0	1	0	0	0	0	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
850	"RFCD321021"	50	"SEO730211"	40	77907	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2713"	"Faculty25"	""	"Duration10to15"	0	1	0	0	0	1	0	"Sponsor63C"	"ContractValueBandUnk"	"GrantCat20A"
851	"RFCD321016"	85	"SEO730111"	90	25662	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept3273"	"Faculty31"	"Yes"	"Duration0to5"	1	1	7	5	3	0	0	"Sponsor89A"	"ContractValueBandUnk"	"GrantCat30B"
852	"RFCD280207"	30	"SEO700199"	30	14267	"CHIEF_INVESTIGATOR"	"1960"	"AsiaPacific"	""	"Dept2178"	"Faculty19"	"Yes"	"Duration5to10"	1	0	3	0	4	3	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
853	"RFCD321028"	90	"SEO730114"	100	20937	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2763"	"Faculty25"	"Yes"	"Duration5to10"	0	2	3	2	1	0	0	"Sponsor4D"	"ContractValueBandF"	"GrantCat10A"
854	"RFCD320502"	100	"SEO730102"	50	74822	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2668"	"Faculty25"	"Yes"	"Duration10to15"	1	0	5	0	2	0	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
855	"RFCD321003"	30	"SEO730115"	50	""	"STUD_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor136D"	"ContractValueBandUnk"	"GrantCat30B"
855	"RFCD270603"	20	"SEO730106"	30	1797	"CHIEF_INVESTIGATOR"	"1960"	"NorthAmerica"	""	"Dept2678"	"Faculty25"	"Yes"	"Duration5to10"	2	7	0	8	4	0	1	"Sponsor136D"	"ContractValueBandUnk"	"GrantCat30B"
856	"RFCD260502"	20	"SEO630302"	20	29512	"CHIEF_INVESTIGATOR"	"1970"	"NorthAmerica"	"English"	"Dept3268"	"Faculty31"	"Yes"	"Duration0to5"	1	0	0	3	0	2	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
856	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
856	"RFCD300704"	30	"SEO760203"	30	10602	"CHIEF_INVESTIGATOR"	"1970"	""	""	""	""	""	"DurationUnk"	0	0	0	0	0	0	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
856	"RFCD270702"	50	"SEO770406"	50	76022	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2103"	"Faculty19"	"Yes"	"Duration5to10"	1	2	12	5	0	0	1	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
857	"RFCD270201"	30	"SEO730204"	50	19362	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept2893"	"Faculty25"	""	"Duration0to5"	0	1	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat20C"
857	"RFCD270199"	50	"SEO730201"	25	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat20C"
858	"RFCD270303"	50	"SEO730101"	50	93007	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2628"	"Faculty25"	""	"DurationLT0"	3	1	5	6	0	0	1	"Sponsor4D"	"ContractValueBandD"	"GrantCat10A"
859	""	""	""	""	75972	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2603"	"Faculty25"	"Yes"	"Duration0to5"	1	0	3	2	3	3	0	"Sponsor32D"	"ContractValueBandUnk"	"GrantCat30B"
859	""	""	""	""	""	"STUD_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor32D"	"ContractValueBandUnk"	"GrantCat30B"
860	"RFCD321028"	50	"SEO730108"	50	86302	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2763"	"Faculty25"	"Yes"	"Duration0to5"	0	5	1	0	0	0	0	"Sponsor20D"	"ContractValueBandB"	"GrantCat10B"
861	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor60D"	"ContractValueBandB"	"GrantCat30D"
861	""	""	""	""	147827	"CHIEF_INVESTIGATOR"	"1950"	"NorthAmerica"	""	"Dept3273"	"Faculty31"	"Yes"	"Duration0to5"	0	1	0	0	2	1	0	"Sponsor60D"	"ContractValueBandB"	"GrantCat30D"
861	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor60D"	"ContractValueBandB"	"GrantCat30D"
862	"RFCD270199"	100	"SEO730108"	50	73917	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration10to15"	2	0	4	1	4	2	1	"Sponsor4D"	"ContractValueBandF"	"GrantCat10A"
863	"RFCD320702"	25	"SEO730208"	25	""	"STUD_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandA"	"GrantCat20C"
863	"RFCD321405"	50	"SEO730199"	50	32822	"PRINCIPAL_SUPERVISOR"	"1960"	"Australia"	""	"Dept2563"	"Faculty25"	"Yes"	"Duration0to5"	1	0	2	46	6	0	0	"Sponsor4D"	"ContractValueBandA"	"GrantCat20C"
864	"RFCD270603"	40	"SEO730115"	80	73402	"CHIEF_INVESTIGATOR"	"1965"	"GreatBritain"	""	"Dept3268"	"Faculty31"	"Yes"	"Duration5to10"	0	1	3	8	1	0	0	"SponsorUnk"	"ContractValueBandB"	"GrantCatUnk"
865	"RFCD321099"	50	"SEO730106"	90	50952	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2548"	"Faculty25"	""	"DurationUnk"	0	2	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
866	"RFCD321021"	50	"SEO730104"	50	4222	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2768"	"Faculty25"	""	"Duration10to15"	0	2	9	11	4	2	0	"Sponsor89A"	"ContractValueBandUnk"	"GrantCat30B"
866	"RFCD321204"	50	"SEO730211"	50	295532	"CHIEF_INVESTIGATOR"	"1955"	""	""	""	""	""	"DurationUnk"	0	0	0	0	0	0	0	"Sponsor89A"	"ContractValueBandUnk"	"GrantCat30B"
866	""	""	""	""	74527	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2533"	"Faculty25"	"Yes"	"Duration5to10"	0	0	8	28	13	10	0	"Sponsor89A"	"ContractValueBandUnk"	"GrantCat30B"
866	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor89A"	"ContractValueBandUnk"	"GrantCat30B"
866	""	""	""	""	74827	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	"English"	"Dept2768"	"Faculty25"	"Yes"	"Duration10to15"	0	0	12	24	9	2	0	"Sponsor89A"	"ContractValueBandUnk"	"GrantCat30B"
867	"RFCD320702"	100	"SEO730104"	100	74492	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2653"	"Faculty25"	"Yes"	"Duration10to15"	0	1	2	4	6	1	0	"Sponsor60D"	"ContractValueBandUnk"	"GrantCat30D"
868	"RFCD350211"	30	"SEO720403"	30	64207	"CHIEF_INVESTIGATOR"	"1955"	""	""	""	""	""	"DurationUnk"	0	0	0	0	0	0	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
868	"RFCD350212"	40	"SEO720302"	40	23042	"CHIEF_INVESTIGATOR"	"1965"	"SouthAfrica"	""	"Dept1623"	"Faculty13"	"Yes"	"Duration5to10"	0	1	3	2	3	0	0	"Sponsor2B"	"ContractValueBandUnk"	"GrantCat10A"
869	"RFCD320704"	100	"SEO730104"	50	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
870	"RFCD270805"	30	""	""	79712	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	"English"	"Dept3943"	"Faculty31"	"Yes"	"DurationGT15"	1	0	0	0	0	0	1	"Sponsor2B"	"ContractValueBandG"	"GrantCat10A"
870	"RFCD300201"	50	"SEO780105"	100	4192	"CHIEF_INVESTIGATOR"	"1965"	""	""	""	""	""	"DurationUnk"	0	0	0	2	0	1	1	"Sponsor2B"	"ContractValueBandG"	"GrantCat10A"
871	"RFCD321015"	70	"SEO730108"	100	36527	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration0to5"	1	4	0	0	0	0	1	"SponsorUnk"	"ContractValueBandUnk"	"GrantCatUnk"
872	"RFCD321202"	100	"SEO730114"	100	84627	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2973"	"Faculty25"	"Yes"	"Duration0to5"	0	1	8	5	0	3	0	"Sponsor24D"	"ContractValueBandUnk"	"GrantCat30B"
873	"RFCD320702"	100	"SEO730104"	50	79427	"PRINCIPAL_SUPERVISOR"	"1960"	"Australia"	""	"Dept2498"	"Faculty25"	""	"DurationLT0"	0	1	1	1	1	3	0	"Sponsor83C"	"ContractValueBandUnk"	"GrantCat30B"
873	""	""	"SEO730211"	50	130967	"CHIEF_INVESTIGATOR"	"1975"	"GreatBritain"	""	"Dept2538"	"Faculty25"	""	"DurationLT0"	1	3	0	0	0	0	0	"Sponsor83C"	"ContractValueBandUnk"	"GrantCat30B"
